Date,Close,High,Low,Open,Volume,Ticker
4/28/2022,1888.699951,1893,1872.900024,1883.800049,513,GC=F
4/29/2022,1909.300049,1918.199951,1902.400024,1902.699951,132,GC=F
5/2/2022,1861.800049,1896.800049,1853,1896.699951,385,GC=F
5/3/2022,1868.800049,1868.800049,1868.800049,1868.800049,466,GC=F
5/4/2022,1867,1867,1867,1867,1,GC=F
5/5/2022,1874,1904.300049,1874,1897,80,GC=F
5/6/2022,1881.199951,1890.300049,1871.5,1874.699951,214,GC=F
5/9/2022,1857.099976,1867.5,1854,1866.599976,304,GC=F
5/10/2022,1839.900024,1839.900024,1839.900024,1839.900024,1540,GC=F
5/11/2022,1852.599976,1852.599976,1841,1841.5,892,GC=F
5/12/2022,1823.800049,1851.900024,1822.199951,1849.800049,153,GC=F
5/13/2022,1807.400024,1825,1807.400024,1825,335,GC=F
5/16/2022,1813.5,1813.5,1787,1790.5,34,GC=F
5/17/2022,1818.199951,1828.599976,1816.699951,1824.900024,121,GC=F
5/18/2022,1815.900024,1819.699951,1805,1815,311,GC=F
5/19/2022,1841.199951,1841.199951,1810.699951,1810.900024,138,GC=F
5/20/2022,1841.800049,1841.800049,1836.300049,1839.099976,110,GC=F
5/23/2022,1847.800049,1863,1845.800049,1846.300049,216,GC=F
5/24/2022,1865.099976,1867,1852.5,1852.5,33,GC=F
5/25/2022,1846.199951,1846.199951,1846.199951,1846.199951,0,GC=F
5/26/2022,1847.400024,1847.400024,1840.400024,1840.400024,123355,GC=F
5/27/2022,1851.300049,1860.699951,1845.900024,1848.300049,30091,GC=F
5/31/2022,1842.699951,1862.099976,1832.800049,1850.300049,4073,GC=F
6/1/2022,1843.300049,1847.900024,1825.300049,1831,1623,GC=F
6/2/2022,1866.5,1868.699951,1842.099976,1845.400024,551,GC=F
6/3/2022,1845.400024,1871.800049,1845.400024,1867.599976,53,GC=F
6/6/2022,1839.199951,1854.099976,1839.199951,1849,142,GC=F
6/7/2022,1847.5,1851.599976,1835,1836.900024,1168,GC=F
6/8/2022,1851.900024,1855,1844.400024,1844.800049,218,GC=F
6/9/2022,1848.800049,1850.099976,1837.900024,1846.099976,159,GC=F
6/10/2022,1871.5,1875.599976,1823.900024,1842.699951,1490,GC=F
6/13/2022,1828,1873.800049,1818.699951,1873.800049,127,GC=F
6/14/2022,1809.5,1825.5,1805.300049,1825,536,GC=F
6/15/2022,1815.300049,1839,1810.800049,1814.099976,108,GC=F
6/16/2022,1845.699951,1850.599976,1814.900024,1819.199951,136,GC=F
6/17/2022,1835.599976,1853.699951,1833.599976,1853.699951,170,GC=F
6/21/2022,1834.599976,1838.599976,1830.099976,1835.300049,216,GC=F
6/22/2022,1834.300049,1842.699951,1821.599976,1829.5,115,GC=F
6/23/2022,1825.699951,1841.199951,1825.699951,1835.5,9,GC=F
6/24/2022,1826.5,1826.5,1815.800049,1820.5,61,GC=F
6/27/2022,1820.900024,1830.699951,1819.900024,1830.5,77,GC=F
6/28/2022,1817.5,1826,1817.5,1824.199951,391,GC=F
6/29/2022,1813.699951,1830.300049,1812.800049,1818.300049,173,GC=F
6/30/2022,1804.099976,1817.300049,1801,1809.599976,328,GC=F
7/1/2022,1798.900024,1806.099976,1791.599976,1795.5,77,GC=F
7/5/2022,1761.800049,1805.400024,1761.800049,1805.400024,64,GC=F
7/6/2022,1734.900024,1768,1734,1762.5,1729,GC=F
7/7/2022,1737.900024,1745.199951,1737,1745.199951,1869,GC=F
7/8/2022,1740.599976,1749.300049,1732.099976,1738.099976,370,GC=F
